v_products_model;v_preorder;v_products_name_1;v_products_description_1;v_products_image;v_products_price;v_products_roznica;v_categories_image_1;v_categories_name_1_1;v_categories_image_2;v_categories_name_2_1;v_categories_image_3;v_categories_name_3_1;v_categories_image_4;v_categories_name_4_1;v_categories_image_5;v_categories_name_5_1;v_categories_image_6;v_categories_name_6_1;v_categories_image_7;v_categories_name_7_1;v_manufacturers_name;v_mo_image_1;v_mo_image_2;v_mo_image_3;v_mo_image_4;v_mo_image_5;EOREOR
"T840202";"no";"A&E EASY O RIDGE RIDER BLUE";"<ul><li>Powerful vibrator with textured ridges. </li><li>Motor in tip gives waves of pleasure wherever it touches. </li><li>Multi-speed motor. </li><li>Twist-dial control in base. </li><li>Latex free. </li><li>Waterproof. </li><li>Batteries not included. </li></ul>";"T840202.jpg";"15.24";"975";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840202-1.jpg";"";"";"";"";EOREOR
"T840203";"yes";"A&E EASY O RED ROCKET";"<ul><li>Powerful multi-speed vibration. </li><li>Tip-focused motor  targets G-spot. </li><li>Lifelike shaping and contours feel so real. </li><li>Flexible shaft moves with you. </li><li>Waterproof. </li><li>Batteries not included. </li></ul>";"T840203.jpg";"14.15";"905";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840203-1.jpg";"";"";"";"";EOREOR
"T840204";"yes";"A&E EASY O FLUTTER VIBE PURPLE";"<ul><li>Flexible shaft. </li><li>Thick ridges for amazing penetration. </li><li>Powerful multi-speed vibrations. </li><li>Twist dial control customizes speed. </li><li>Angled tip stimulates G-spot. </li><li>Waterproof. </li><li>Batteries not included. </li></ul>";"";"8.98";"574";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"";"";"";"";"";EOREOR
"T840212";"yes";"A&E BLACK MAGIC G";"<ul><li>Powerful G-spot vibrator with 10 vibration functions. </li><li>Angled perfectly for G-spot stimulation Sophisticated, ergonomic design. </li><li>Latex and phthalate free, waterproof and submersible. </li></ul>";"T840212.jpg";"16.35";"1046";"";"ВИБРАТОРЫ";"";"ТОЧКА G";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840212-1.jpg";"";"";"";"";EOREOR
"T840220";"yes";"EVOLVED SLENDERS FLUTTER PURPLE";"<ul><li>The sleek and streamlined Slenders Edition is the  perfect blend of subtle, understated design and maximum sensory satisfaction.</li><li>Slim, sophisticated  and waterproof. </li><li>Ergonomic shape. </li><li>Powerful yet whisper quiet 10 vibration speeds. </li><li>Phthalate and latex free. </li><li>Body safe and odorless. </li></ul>";"T840220.jpg";"23.67";"1514";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840220-1.jpg";"T840220-2.jpg";"";"";"";EOREOR
"T840221";"yes";"SHORT & SWEET VIBE SPICE PINK";"<ul><li>Compact massager. </li><li>Features strategically designed  dual bullet stimulation. </li><li>10 Stimulating speeds. </li><li>Powerful and quiet vibrations. </li><li>Latex free. </li><li>Waterproof. </li><li>Batteries not included. </li></ul>";"T840221.jpg";"23.67";"1514";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840221-1.jpg";"";"";"";"";EOREOR
"T840222";"yes";"DUO OBSESSIONS LAVISH PINK";"<ul><li>Double motors. </li><li>100 Combinations of speed and functions. </li><li>Blue LED Lights. </li><li>Powerful. </li><li>Quiet. </li><li>Waterproof. </li><li>Batteries not included. </li></ul>";"T840222.jpg";"37.01";"2368";"";"ВИБРАТОРЫ";"";"ТОЧКА G";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840222-1.jpg";"";"";"";"";EOREOR
"T840224";"yes";"FLEXEMS BENDABLE FLAME PINK";"<ul><li>Avant-garde design vibrator. </li><li>Soft and pliable. </li><li>Follows the contours of each unique human form. </li><li>Ten hypnotic and dynamic speeds. </li><li>Bends and holds position. </li><li>Powerful, quiet vibrations. </li><li>Latex free. </li><li> Waterproof. </li><li>Batteries not included. </li></ul>";"T840224.jpg";"35.92";"2298";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"";"";"";"";"";EOREOR
"T840225";"yes";"EVOLVED BENDABLE TOUCH PURPLE";"<ul><li>Style meets function as the Bendable Flexems avant garde design ensures maximum stimulation. </li><li>Soft and pliable, the Flexems bend and maintain your desired shape. </li><li>Bends and holds any position. </li><li> 10 stimulating speeds. </li><li>Waterproof and phthalate free. </li><li>Body safe and odorless. </li></ul>";"T840225.jpg";"40.29";"2578";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840225-1.jpg";"";"";"";"";EOREOR
"T840230";"yes";"LUNAR RABBIT PINK";"<ul><li>Over 600 combinations of speed and function. </li><li>Independant clitoral and shaft control. </li><li>5 Speeds and 5 functions for clitoral stimulation. </li><li>5 Speeds and 5 functions for shaft rotation. </li><li>Strategically  placed clitoral stimulator. </li><li>Fluid non-stick gyrating ecstasy beads. </li><li>Blue L.E.D. </li><li>Light. </li><li>Master  on/off button. </li><li>Watrproof. </li><li>Batteries not included. </li></ul>";"T840230.jpg";"60.98";"3902";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"";"";"";"";"";EOREOR
"T840231";"yes";"MENAGE A TROIS PINK";"<ul><li>3 Powerful motors with over 600 combinations of speed and function. </li><li>Unique shaft rotation function uses fluid non-stick gyrating beads. </li><li>Separate motor at tip for G-spot stimulation. </li><li>Strategically placed clitoral stimulator.</li><li>5 Speeds and 5 functions for clitoral and G-spot stimulation.</li><li>Independent controls for shaft, clitoral and G-spot motors.</li><li>Convenient master on/off button for both motors.</li><li>Illuminated with sapphire blue L.E.D. lights.</li><li>Ergonomically designed base for easy grip and handling.</li><li>Batteries not included.</li></ul><div><br></div>";"T840231.jpg";"68.58";"4389";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840231-1.jpg";"";"";"";"";EOREOR
"T840233";"yes";"RECHARGEABLE SLIM PURPLE";"<ul><li>Petite powerful vibrator. </li><li>Classic traditional shape. </li><li>7 Powerful speeds and functions. </li><li>Simple one-button control. </li><li>Fully rechargeable, USB cable  included. </li><li>Waterproof. </li></ul>";"T840233.jpg";"23.97";"1534";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840233-1.jpg";"";"";"";"";EOREOR
"T840234";"yes";"RECHARGEABLE G SPOT PINK";"<ul><li>Petite powerful vibrator. </li><li>Gently curved tip for maximum G-spot stimulation. </li><li>7 Powerful speeds and functions. </li><li>Simple one-button control. </li><li>Rechargeable, USB cable included. </li><li>Waterproof. </li></ul>";"T840234.jpg";"23.97";"1534";"";"ВИБРАТОРЫ";"";"ТОЧКА G";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840234-1.jpg";"";"";"";"";EOREOR
"T840235";"yes";"DIVINE PINK";"<ul><li>Silky soft ten speed G-spot vibrator. </li><li>Curved bulbous tip for maximum G-spot stimulation. </li><li>10 Exhilarating speeds and functions. </li><li>Led control. </li><li>Waterproof. </li><li>Battery not included. </li></ul>";"T840235.jpg";"21.77";"1393";"";"ВИБРАТОРЫ";"";"МИНИ";"";"";"";"";"";"";"";"";"";"";"Evolved";"";"";"";"";"";EOREOR
"T840236";"yes";"CHERUB PURPLE";"<ul><li>Precise clitoral stimulation with round wand-like  head. </li><li>Contoured shaft for surprising sensation. </li><li>10 Exhilarating speeds and functions. </li><li>LED control. </li><li>Latex free. </li><li>Waterproof. </li><li>Batteries not included. </li></ul>";"";"21.77";"1393";"";"ВИБРАТОРЫ";"";"МИНИ";"";"";"";"";"";"";"";"";"";"";"Evolved";"";"";"";"";"";EOREOR
"T840237";"yes";"VIOLET REVOLVER PURPLE";"<ul><li>Powerful rotating massager. </li><li>6inch insertable, 1.2inch width. </li><li>6 speeds, 6 rotating functions. </li><li>Separate button switches the direction of the rotation. </li><li>Beads keeps rotation smooth & sexy. </li><li>Realistic flared tip with ribs at the base of the  head. </li><li>Stimulating vein textured shaft. </li><li>Phthalate and latex free. </li></ul>";"";"21.77";"1393";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"";"";"";"";"";EOREOR
"T840241";"yes";"PRETTY IN PINK";"<ul><li>Extremely powerful discreet bullet. </li><li>Sleek, gently  rounded design. </li><li>7 Different powerful vibrations to choose from. </li><li>Fully rechargeable. </li><li>USB cable included. </li><li>Waterproof. </li></ul>";"T840241.jpg";"17.43";"1115";"";"ВИБРАТОРЫ";"";"МИНИ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840241-1.jpg";"";"";"";"";EOREOR
"T840242";"yes";"DISCO TRIPLE PLAY PURPLE";"<ul><li>Triple orgasm vibrator. </li><li>Stimulates your clitoris,  G-spot and anus. </li><li>Easy to use one-button control for all three motors. </li><li>Butt tickler length: 3.3inch (8.2cm). </li><li>Width butt tickler: 0.75inch (1.9cm). </li><li>8 Powerful functions & vibrations. </li><li>ABS plastic handle with chrome accent. </li><li>Colored lights at base  indicate changes in speed and function. </li><li>Recharge cable included. </li><li>Waterproof. </li></ul>";"T840242.jpg";"65.31";"4179";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840242-1.jpg";"";"";"";"";EOREOR
"T840243";"yes";"LITTLE DIPPER BLUE";"<ul><li>Compact, powerful vibrator. </li><li>Rounded tip with pleasure ridges. </li><li>8 Powerful vibrating functions. </li><li>Stylish chrome finish on handle. </li><li>Rechargeable, USB cable included. </li><li>Waterproof. </li></ul>";"T840243.jpg";"29.41";"1882";"";"ВИБРАТОРЫ";"";"МИНИ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840243-1.jpg";"";"";"";"";EOREOR
"T840244";"yes";"WINGS OF DESIRE PINK";"<ul><li>Dual motor vibrator with butterfly clitoral piece. </li><li>Butterfly wings vibrate for unique pleasure. </li><li>Gently curved shaft. </li><li>Ridges on underside for extra sensation. </li><li>7 Tantalizing vibration functions. </li><li>USB </ul>";"T840244.jpg";"49";"3136";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840244-1.jpg";"";"";"";"";EOREOR
"T840245";"yes";"SWEET HEAT G-SPOT VIBRATOR PINK";"<ul><li>Heating vibrator warms in two minutes. </li><li>Dual stimulation for clitoris and G-spot pleasure. </li><li>Heats to a maximum of 107.6F & stays constant. </li><li>Automatically begins to heat again at 100F. </li><li>Lacy criss-cross corset patterned texture on shaft. </li><li>8 Unique and powerful speeds and functions  in to separate motors. </li><li>Easy to use 3-button control with chrome finish. </li><li>Waterproof. </li></ul>";"T840245.jpg";"59.89";"3832";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840245-1.jpg";"";"";"";"";EOREOR
"T840246";"yes";"POCKET WAND BLUE";"<ul><li>Powerful, petite wand vibrator. </li><li>Wand meets bullet  with strength & discretion. </li><li>Round head for intense clitoral stimulation. </li><li>10 Speeds and functions to customize your pleasure. </li><li>Fully waterproof. </li><li>Rechargeable, USB cable included. </li></ul>";"T840246.jpg";"38.12";"2439";"";"ВИБРАТОРЫ";"";"МАССАЖЕРЫ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840246-1.jpg";"";"";"";"";EOREOR
"T840247";"yes";"INSTANT-O PINK";"<ul><li>Unique dual vibe with clitoral suction stimulator. </li><li>Strong sucking motion builds to extreme orgasms. </li><li>Gently curved and ribbed shaft. </li><li>2 powerful motors  controlled separately. </li><li>8 functions each for shaft  and clitoral stimulator. </li><li>Blue LED light indicator  for clear visibility. </li><li>Completely rechargeable. </li><li>USB cable included. </li></ul>";"T840247.jpg";"59.89";"3832";"";"ВИБРАТОРЫ";"";"ТОЧКА G";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840247-1.jpg";"";"";"";"";EOREOR
"DT45560";"yes";"KING COCK 15INCH COCK WITH BALLS BROWN";"<ul><li>Hand-detailed realistic dildo. </li><li>Smooth tapered tip  and shaft. </li><li>Criss-crossed with subtly swollen veins. </li><li>Squeezable texture. </li><li>Perfect hands-free capability. </li><li>Thick pair of balls acts like a worry  free barrier aginst deepest penetration. </li><li>Harness compatible. </li><li>Waterproof. </li></ul>";"DT45560.jpg";"124.99";"7999";"";"ФАЛЛОИМИТАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"Pipedream";"DT45560-1.jpg";"";"";"";"";EOREOR
"T840248";"yes";"DISCO BUNNY PINK";"<ul><li>Rabbit vibrator with dual stimulation. </li><li>Two separate powerful motors. </li><li>Length clitoral stimulator 2.8inch (7.2cm). </li><li>24 Separate vibration  speeds & functions. </li><li>ABS plastic handle with chrome accent. </li><li>Colored lights at base indicate changes in speed and function. </li><li>Fully rechargeable  with USB cable. </li></ul>";"T840248.jpg";"59.89";"3832";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840248-1.jpg";"";"";"";"";EOREOR
"T840249";"yes";"WILD BUTTERFLY PURPLE";"<ul><li>Dual stimulation vibrator. </li><li>Over 45 combinations of speed and function. </li><li>Flexible butterfly picks up vibrations and surrounds clitoral area for full coverage & maximum stimulation. </li><li>Curved tip for G-spot stimulation. </li><li>Rechargeable with USB-cable. </li></ul>";"T840249.jpg";"59.89";"3832";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840249-1.jpg";"T840249-2.jpg";"";"";"";EOREOR
"T840250";"yes";"LUMINOUS LOVE BUD PINK";"<ul><li>Powerful wand vibrator. </li><li>Intense clitoral stimulation. </li><li>5 Powerful speeds & 7 functions. </li><li>Rechargeable (USB cable included). </li><li>Elegant LED flower-shaped tip. </li><li>Control base with LED lights. </li><li>Chrome finished collar. </li><li>Silky smooth ergonomic handle. </li></ul>";"T840250.jpg";"43.54";"2786";"";"ВИБРАТОРЫ";"";"МАССАЖЕРЫ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840250-1.jpg";"";"";"";"";EOREOR
"T840252";"yes";"RAGING RABBIT BLUE";"<ul><li>G-spot vibrator with holster-style handle. </li><li>Maximum clitoral stimulation with angled rabbit ears. </li><li>7 Powerful vibration functions. </li><li>Shaft tip shaped and angled to target the G-spot. </li><li>Strong vibrations for maximum clitoral stimulation. </li><li>Waterproof. </li><li>Rechargeable battery with USB cable included. </li></ul>";"T840252.jpg";"49";"3136";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840252-1.jpg";"";"";"";"";EOREOR
"T840253";"yes";"DANCING PEARL RABBIT PURPLE";"<ul><li>Powerful dual vibrator with beads that move up and down. </li><li>Two separate motors. </li><li>One button controls the 3 speeds & functions of the rabbit ears. </li><li>One button controls the 3 speeds of the rotating beads. </li><li>Realistic penis shaped tip for erotic fantasy internal pleasure. </li><li>Stylish chrome detail on handle. </li><li>USB cable included. </li><li>Waterproof. </li></ul>";"T840253.jpg";"65.31";"4179";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840253-1.jpg";"";"";"";"";EOREOR
"DT45232";"yes";"FF HANKY SPANK ME VIBRATING PANTY";"<ul><li>Low-rise lace thong with micro-bullet inside. </li><li>Soft, stretchy waistband. </li><li>Whisper-quiet motor. </li><li>Waist size 24inch (61.0cm) - 34inch (86cm). </li><li>Free batteries. </li></ul>";"DT45232.jpg";"25.02";"1601";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Pipedream";"DT45232-1.jpg";"DT45232-2.jpg";"DT45232-3.jpg";"";"";EOREOR
"DT45412";"yes";"KING COCK DUAL DENSITY 8INCH COCK FLESH ";"<ul><li>Made using realistic Fanta Flesh. </li><li>Super-soft outer skin feels better than the real thing!&nbsp;</li><li>Firm inner core offers lifelike erect feeling. </li><li>Wide base ensures safe handling and strap on harness compatibility. </li><li>Ultra-powerful suction base sticks to most smooth, flat surfaces. </li></ul>";"DT45412.jpg";"45.86";"2935";"";"ФАЛЛОИМИТАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"Pipedream";"DT45412-1.jpg";"";"";"";"";EOREOR
"DT45222";"yes";"FF GOLD RIDING CROP BLACK";"<ul><li>Elegant riding crop. </li><li>Perfectly balanced with a solid handle and no-slip grip. </li></ul>";"DT45222.jpg";"22.95";"1468";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"Pipedream";"DT45222-1.jpg";"";"";"";"";EOREOR
"T252000-1";"no";"Набор пробников BOO SILICONE LUBRICANT FOILS 5X 2.5ML";"Набор пробников лубриканта на силиконовой основе обеспечит мягкое и приятное скольжение благодаря уникальной скользящей текстуре. Имеет длительный эффект воздействия и шелковистую структуру, которая никогда не бывает липкой, без отдушек и полностью безопасна для латекса. Водонепроницаемая, отлично подходит для использовании в ванной или душе.";"T252000-1.jpg";"2.95";"188";"";"ЛУБРИКАНТЫ";"";"УНИВЕРСАЛЬНЫЕ";"";"";"";"";"";"";"";"";"";"";"BOO";"";"";"";"";"";EOREOR
"T840158";"yes";"A&E SILICONE P-SPOT MASSAGER BLACK";"<ul><li>Easy grip for more control. </li><li>Bulb tip massages prostate easily. </li><li>Substantial girth and heft for total stimulation. </li><li>Uniquely shaped shaft for extra thrills. </li><li>Use with water-based lube. </li></ul>";"T840158.jpg";"22.7";"1452";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПЛАГИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840158-1.jpg";"";"";"";"";EOREOR
"T840161";"yes";"A&E VIBE THERAPY PETITE PURPLE";"<ul><li>7 Speeds and functions. </li><li>Smooth silicone surfaces. </li><li> ABS plastic accents. </li><li>Discreet, petite size. </li><li>Waterproof. </li><li>N size battery included. </li></ul>";"T840161.jpg";"10.89";"696";"";"ВИБРАТОРЫ";"";"МИНИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840161-1.jpg";"";"";"";"";EOREOR
"T840162";"yes";"A&E VIBRATING SILICONE ANAL BEADS BLACK ";"<ul><li>Vibrating anal plug. </li><li>Graduated for pleasureable fun at all levels. </li><li>7 Functions including vibration, pulsation and escalation. </li><li>Easy starter  0.25inch - 0.6cm bead tip. </li><li>Beads widen out to 1.0inch - 2.5cm base. </li><li>Ultra-flexible and smooth. </li><li>Removable silver bullet vibe. </li><li>Safety retrieval ring. </li><li>Waterproof. </li><li>Batteries are included. </li></ul>";"T840162.jpg";"16.35";"1046";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"БУСИНЫ, ЦЕПОЧКИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840162-1.jpg";"";"";"";"";EOREOR
"T840163";"yes";"A&E LOVE BUD PLAY SET";"<ul><li>Single speed 2.0inch (5.0cm). </li><li>5 Unique soft silicone sleeves. </li><li>3.0inch (7.6cm) floral bud. </li><li>3.25inch (8.2cm) spiral tip. </li><li>2.4inch (6.0cm) ridged sleeve. </li><li>2.8inch (7.0cm) curved sleeve. </li><li>3.4inch (8.5cm) slim dolphin. </li><li>Each sleeve fits securely onto vibe. </li><li>Batteries included. </li></ul>";"T840163.jpg";"21.77";"1393";"";"НАСАДКИ";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"";"";"";"";"";EOREOR
"T840164";"yes";"A&E COBALT GLASS DILDO";"<ul><li>Beautiful and stimulating glass dildo. </li><li>Six bead design feels good inside and out. </li><li>Warm or cool glass for extra excitement. </li><li>Made from ultra strong tempered borosilicate glass. </li><li>Retrieval loop at base. </li><li>Nonporous, easy to clean. </li><li>Hypoallergenic. </li><li>Waterproof. </li></ul>";"T840164.jpg";"17.43";"1115";"";"СТЕКЛО";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840164-1.jpg";"";"";"";"";EOREOR
"T840165";"yes";"A&E TWISTED LOVE GLASS DILDO";"<ul><li>Hand-blown shatter-resistant glass dildo. </li><li>Double-ended for versatile use. </li><li>Enlarged tip and gentle curve stimulate your G-spot. </li><li>Reverse plug tip ideal for anal and prostate stimulation. </li><li>Raised swirls add sensation to each tip. </li><li>Glass holds temperature for hot or cold play. </li></ul>";"T840165.jpg";"23.36";"1495";"";"ФАЛЛОИМИТАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840165-1.jpg";"";"";"";"";EOREOR
"T840166";"yes";"A&E INFLATABLE POSITION MASTER PILLOW";"<ul><li>Inflatable pillow enhances any sexual position. </li><li>Wedge shape supports multiple angles. </li><li>Easy grip handles for extra stability. </li><li>Velvety no-slip surface. </li><li>Simple to inflate and defalte with air- sealed valve. </li><li>Supports up to 300 lbs. </li><li>Dimension: 24x16x4-8inch (61x41x10-20cm). </li></ul>";"T840166.jpg";"17";"1088";"";"КАЧЕЛИ, СЕКС-МАШИНЫ";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840166-1.jpg";"";"";"";"";EOREOR
"T840167";"yes";"A&E SASSY SWIRL STRAP-ON SET PINK";"<ul><li>Twisted dong with strap-on harness. </li><li>Shaped for constant stimulation. </li><li>Firm and flexible dong. </li><li>Stretchy harness ring accepts most dong/dildo sizes. </li><li>Adjustable nylon straps fit up to 42.0inch (106.7cm) waist. </li><li>Waterproof. </li></ul>";"T840167.jpg";"33.5";"2144";"";"СТРАПОНЫ";"";"ЛИТЫЕ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840167-1.jpg";"T840167-2.jpg";"";"";"";EOREOR
"T840171";"no";"A&E INTIMATE PLEASURE KEGEL SET";"<ul><li>Kegel pleasure kit for toning, strengthening and massage. </li><li>Stronger pelvic floor muscles create more intense orgasms. </li><li>3 Different weighted and sized kegel balls. </li><li>S = 31gr. Diameter (1.2inch - 3.0cm).</li><li>M = 45gr. Diameter (1.4inch - 3.5cm).</li><li>L = 68gr. Diameter (1.5inch - 3.9cm).</li><li>2 Luxurious silicone sleeves with retrieval hooks. </li><li>Stretchy loop. </li><li>ABS balls with glossy rose gold metallic finish. </li></ul>";"T840171.jpg";"26.11";"1671";"";"ШАРИКИ";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840171-1.jpg";"";"";"";"";EOREOR
"T840176";"yes";"A&E EVES STRAP ON PLAY SET";"<ul><li>Strap on dildo play set for him or her. </li><li>Includes 3 dildo sizes: 18cm, 13cm and 9cm. </li><li>Strong secure suction cup base. </li><li>Stylish vegan leather harness. </li><li>Soft, felt-lined back keeps you comfortable. </li><li>Nylon straps adjust for a secure fit. </li><li>Clean dildos with toy cleaner and warm water rinse. </li><li>Harness fits up to 107cm waist. </li></ul>";"T840176.jpg";"32.66";"2090";"";"СТРАПОНЫ";"";"ЛИТЫЕ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840176-1.jpg";"T840176-2.jpg";"T840176-3.jpg";"T840176-4.jpg";"";EOREOR
"T840177";"yes";"A&E TURBO STROKER WAND ATTACHMENT CLEAR ";"<ul><li>Strokers base slips easily and securely over massage wand. </li><li>Textured interior stimulates your sensitive tip and every inch of your shaft. </li><li>Open-ended design. </li><li>Fits any large electrically powered wand massager. </li></ul>";"T840177.jpg";"11.37";"727";"";"МУЖСКИЕ ИГРУШКИ";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840177-1.jpg";"";"";"";"";EOREOR
"T840178";"yes";"A&E ADAMS TRUE FEEL COCK XL FLESH";"<ul><li>Extra large super-realistic dildo. </li><li>Dual density for incredibly life-like feel. </li><li>Soft and flexible outher skin with detailed shaping. </li><li>Denser inner core for accurate firmness. </li><li>Beatifully shaped balls, head and vein details. </li><li>Strong suction base for hands-free play. </li><li>Harness compatible. </li><li>Waterproof. </li></ul>";"T840178.jpg";"45.43";"2907";"";"ФАЛЛОИМИТАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840178-1.jpg";"";"";"";"";EOREOR
"T840179";"yes";"A&E ADAMS COLOSSAL 12INCH BROWN";"<ul><li>Realistic shaped colossal dildo. </li><li>Raised veins stimulate for unforgettable pleasure. </li><li>A strong suction cup base sticks to most hard surfaces. </li><li>Made of flexible, real-feel TPR. </li><li>Waterproof. </li><li>Non-vibrating. </li></ul>";"T840179.jpg";"51.11";"3271";"";"ФАЛЛОИМИТАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840179-1.jpg";"";"";"";"";EOREOR
"T840180";"yes";"A&E RIDE ME ROXXXY";"<ul><li>Life-like body shaped stroker. </li><li>Huge breasts for great boob sex feel & look. </li><li>Vaginal and anal entry chanels with tight fit feel. </li><li>Unique nubs, bumps and ticklers in each channel. </li><li>4 Hour DVD & lube included. </li></ul>";"T840180.jpg";"39.74";"2543";"";"МУЖСКИЕ ИГРУШКИ";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840180-1.jpg";"";"";"";"";EOREOR
"T840181";"yes";"A&E TRUE FEEL COCK BROWN";"<ul><li>Looks and feels like the real thing. </li><li>Suction cup base for handsfree play. </li><li>Harness compatible. </li><li>Made from True Feel TPE. </li><li>Phthalate and latex free. </li></ul>";"T840181.jpg";"21.77";"1393";"";"ФАЛЛОИМИТАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840181-1.jpg";"";"";"";"";EOREOR
"T840184";"yes";"A&E ALL A MAN NEEDS KIT";"Includes:<br>.<br>Vibrating cock-ring.<br><ul><li>Stretchy ring for longer, harder erections.</li><li>Wear vibrating bullet to stimulate balls or her clitoris.</li><li>Dimension bullet: 0.9x0.65inch (2.2x1.7cm).</li><li>Batteries included.</li></ul><div><br></div>Deluxe prostate massager.<br><ul><li>Ridged ergonomic design.</li><li>Firm ABS handle for support.</li><li>Dimension: 3x1inch (7.6x2.5cm).</li></ul><div><br></div>Life-like stroker.<br><ul><li>Pliable yet firm vaginal stroker.</li><li>Realistic entry.</li><li>Dimension: 4x2inch (10.1x5.1cm).</li></ul><br>Penis pump.<br><ul><li>Clear acrylic chamber.</li><li>Flexible, non-crimp hose</li><li>Dimension: 7.5x2.5inch (19x6.3cm).</li></ul>";"T840184.jpg";"32.66";"2090";"";"НАБОРЫ";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"T840184-1.jpg";"";"";"";"";EOREOR
"T840185";"yes";"A&E BUTTERFLY COUPLES RING PINK";"<ul><li>Perfect couples toy. </li><li>7 Speeds & functions. </li><li>2 Bullets stimulate clitoris. </li><li>3 Second on/off button. </li><li>Waterproof. </li><li>Batteries included. </li></ul>";"T840185.jpg";"21.77";"1393";"";"КОЛЬЦА";"";"";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"";"";"";"";"";EOREOR
